"CMPLNT_NUM","ADDR_PCT_CD","BORO_NM","CMPLNT_FR_DT","CMPLNT_FR_TM","CMPLNT_TO_DT","CMPLNT_TO_TM","CRM_ATPT_CPTD_CD","HADEVELOPT","HOUSING_PSA","JURISDICTION_CODE","JURIS_DESC","KY_CD","LAW_CAT_CD","LOC_OF_OCCUR_DESC","OFNS_DESC","PARKS_NM","PATROL_BORO","PD_CD","PD_DESC","PREM_TYP_DESC","RPT_DT","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lat_Lon","New Georeferenced Column"
"310727465","19","MANHATTAN","06/28/2025","05:27:00","06/28/2025","05:54:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","08/05/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","M","993582","221069","40.773465","-73.966307","(40.773465, -73.966307)","POINT (-73.966307 40.773465)"
"311636471","88","BROOKLYN","08/20/2025","05:00:00","08/20/2025","05:30:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE-HOUSE","08/22/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","M","994071","187778","40.682088","-73.964588","(40.682088, -73.964588)","POINT (-73.964588 40.682088)"
"311540239","88","BROOKLYN","08/20/2025","15:08:00","08/20/2025","19:16:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","CHURCH","08/20/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","993485","187940","40.682534","-73.966705","(40.682534, -73.966705)","POINT (-73.966705 40.682534)"
"304742267","108","QUEENS","04/14/2025","02:40:00","04/14/2025","03:19:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO QUEENS NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","04/14/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","995150","208440","40.738798","-73.960667","(40.738798, -73.960667)","POINT (-73.960667 40.738798)"
"312069688","77","BROOKLYN","08/20/2025","04:56:00","08/20/2025","04:59:00","ATTEMPTED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","CHURCH","08/28/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","993615","187258","40.680663","-73.966236","(40.680663, -73.966236)","POINT (-73.966236 40.680663)"
"299674106","26","MANHATTAN","01/18/2025","15:35:00","01/18/2025","16:06:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","COMMERCIAL BUILDING","01/18/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","995446","237688","40.819076","-73.959549","(40.819076, -73.959549)","POINT (-73.959549 40.819076)"
"312404534","90","BROOKLYN","09/04/2025","05:31:00","09/04/2025","07:56:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","09/04/2025","(null)","UNKNOWN","UNKNOWN","M",,"25-44","WHITE HISPANIC","F","996665","196860","40.707014","-73.955222","(40.707014, -73.955222)","POINT (-73.955222 40.707014)"
"304197320","28","MANHATTAN","04/04/2025","06:58:00","04/04/2025","07:20:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","04/04/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","996025","231304","40.801553","-73.957468","(40.801553, -73.957468)","POINT (-73.957468 40.801553)"
"301547722","70","BROOKLYN","02/19/2025","12:47:00","02/19/2025","13:38:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","OTHER","02/23/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","M","996040","169426","40.631713","-73.957523","(40.631713, -73.957523)","POINT (-73.957523 40.631713)"
"301165147","90","BROOKLYN","02/10/2025","23:46:00","02/10/2025","23:57:00","ATTEMPTED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","FAST FOOD","02/15/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","D","995733","197465","40.708674","-73.95858","(40.708674, -73.95858)","POINT (-73.95858 40.708674)"
"311999276","28","MANHATTAN","08/27/2025","20:50:00","08/27/2025","21:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","08/27/2025","(null)","25-44","BLACK","M",,"25-44","BLACK","M","997029","230313","40.798833","-73.953843","(40.798833, -73.953843)","POINT (-73.953843 40.798833)"
"312014788","70","BROOKLYN","08/26/2025","05:16:00","08/26/2025","06:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","RESIDENCE-HOUSE","08/27/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","M","997903","170037","40.633388","-73.950811","(40.633388, -73.950811)","POINT (-73.950811 40.633388)"
"313500323","30","MANHATTAN","09/26/2025","00:20:00","09/26/2025","00:33:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","09/26/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","997213","238091","40.820179","-73.953166","(40.820179, -73.953166)","POINT (-73.953166 40.820179)"
"307487324","19","MANHATTAN","06/03/2025","19:18:00","06/03/2025","19:19:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","HOSPITAL","06/03/2025","(null)","25-44","WHITE","M",,"UNKNOWN","UNKNOWN","D","997645","218969","40.767696","-73.951643","(40.767696, -73.951643)","POINT (-73.951643 40.767696)"
"308246589","90","BROOKLYN","06/18/2025","04:26:00","06/18/2025","05:00:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","(null)","ARSON","(null)","PATROL BORO BKLYN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","06/18/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","E","997670","199336","40.71379779","-73.95159139","(40.71379779, -73.95159139)","POINT (-73.95159139 40.71379779)"
"301586337","71","BROOKLYN","02/18/2025","09:10:00","02/18/2025","09:20:00","ATTEMPTED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","02/24/2025","(null)","UNKNOWN","BLACK","M",,"UNKNOWN","UNKNOWN","D","997520","180274","40.661487","-73.952171","(40.661487, -73.952171)","POINT (-73.952171 40.661487)"
"299786156","71","BROOKLYN","01/18/2025","02:40:00","01/18/2025","02:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO BKLYN SOUTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","PARKING LOT/GARAGE (PRIVATE)","01/21/2025","(null)","UNKNOWN","UNKNOWN","M",,"45-64","WHITE","F","999087","182595","40.667855","-73.946515","(40.667855, -73.946515)","POINT (-73.946515 40.667855)"
"303726602","33","MANHATTAN","03/08/2025","04:57:00",,"(null)","COMPLETED","(null)",,"97","OTHER","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","RESIDENCE - APT. HOUSE","03/27/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","M","999111","243913","40.836159","-73.946296","(40.836159, -73.946296)","POINT (-73.946296 40.836159)"
"299571310","71","BROOKLYN","01/15/2025","04:50:00","01/15/2025","08:00:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","PARKING LOT/GARAGE (PRIVATE)","01/16/2025","(null)","UNKNOWN","UNKNOWN","M",,"45-64","WHITE","F","999087","182595","40.667855","-73.946515","(40.667855, -73.946515)","POINT (-73.946515 40.667855)"
"302904309","23","MANHATTAN","03/14/2025","14:30:00","03/14/2025","15:30:00","COMPLETED","(null)","672","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","03/16/2025","(null)","UNKNOWN","BLACK","M",,"UNKNOWN","UNKNOWN","E","999115","226852","40.789331","-73.946318","(40.789331, -73.946318)","POINT (-73.946318 40.789331)"
"299634145","71","BROOKLYN","01/05/2025","04:31:00","01/05/2025","04:36:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","PARKING LOT/GARAGE (PRIVATE)","01/18/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","F","999087","182595","40.667855","-73.946515","(40.667855, -73.946515)","POINT (-73.946515 40.667855)"
"300357096","70","BROOKLYN","01/31/2025","13:30:00","01/31/2025","16:55:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","BANK","01/31/2025","(null)","45-64","BLACK","F",,"45-64","BLACK","F","998617","170048","40.633417","-73.948239","(40.633417, -73.948239)","POINT (-73.948239 40.633417)"
"302392098","79","BROOKLYN","03/09/2025","23:00:00","03/09/2025","23:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","RESIDENCE - APT. HOUSE","03/11/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","998650","193221","40.697022","-73.948071","(40.697022, -73.948071)","POINT (-73.948071 40.697022)"
"301917683","28","MANHATTAN","03/02/2025","02:31:00","03/02/2025","03:36:00","COMPLETED","(null)","638","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","03/02/2025","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","M","998746","230395","40.799054","-73.947644","(40.799054, -73.947644)","POINT (-73.947644 40.799054)"
"299633605","71","BROOKLYN","01/06/2025","03:16:00","01/06/2025","03:21:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO BKLYN SOUTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","PARKING LOT/GARAGE (PRIVATE)","01/17/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE","F","999087","182595","40.667855","-73.946515","(40.667855, -73.946515)","POINT (-73.946515 40.667855)"
"299983913","23","MANHATTAN","01/09/2025","07:51:00","01/09/2025","10:15:00","COMPLETED","(null)","642","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/24/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","E","998969","229216","40.795817","-73.946839","(40.795817, -73.946839)","POINT (-73.946839 40.795817)"
"301969438","28","MANHATTAN","03/02/2025","02:31:00","03/02/2025","03:36:00","COMPLETED","(null)","638","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","03/02/2025","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","M","998746","230395","40.799054","-73.947644","(40.799054, -73.947644)","POINT (-73.947644 40.799054)"
"304763058","79","BROOKLYN","03/10/2025","21:00:00","03/11/2025","00:00:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","04/15/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","998650","193221","40.697022","-73.948071","(40.697022, -73.948071)","POINT (-73.948071 40.697022)"
"299574087","71","BROOKLYN","01/12/2025","04:05:00","01/12/2025","04:30:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","PARKING LOT/GARAGE (PRIVATE)","01/16/2025","(null)","UNKNOWN","UNKNOWN","M",,"45-64","WHITE","F","999087","182595","40.667855","-73.946515","(40.667855, -73.946515)","POINT (-73.946515 40.667855)"
"301560459","71","BROOKLYN","02/24/2025","00:40:00","02/24/2025","00:50:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","(null)","ARSON","(null)","PATROL BORO BKLYN SOUTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","02/24/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK","M","999416","179634","40.65971751405","-73.94533757368","(40.65971751404582, -73.94533757368478)","POINT (-73.94533757368478 40.65971751404582)"
"303343961","23","MANHATTAN","03/10/2025","03:20:00","03/10/2025","04:49:00","COMPLETED","(null)","30581","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","03/20/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","M","999875","225983","40.786944","-73.943575","(40.786944, -73.943575)","POINT (-73.943575 40.786944)"
"299331028","67","BROOKLYN","01/13/2025","02:54:00","01/13/2025","03:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","01/13/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","999764","175820","40.649257","-73.944092","(40.649257, -73.944092)","POINT (-73.944092 40.649257)"
"308358284","79","BROOKLYN","06/19/2025","18:00:00","06/19/2025","18:30:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO BKLYN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","06/19/2025","(null)","UNKNOWN","BLACK","M",,"45-64","BLACK","M","999337","188678","40.684551","-73.945602","(40.684551, -73.945602)","POINT (-73.945602 40.684551)"
"304191299","114","QUEENS","04/04/2025","06:00:00","04/04/2025","06:20:00","COMPLETED","(null)","21821","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO QUEENS NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","04/04/2025","(null)","45-64","BLACK","M",,"45-64","BLACK","F","999925","214506","40.755442","-73.943422","(40.755442, -73.943422)","POINT (-73.943422 40.755442)"
"304681318","23","MANHATTAN","04/13/2025","14:07:00","04/13/2025","14:20:00","ATTEMPTED","(null)","632","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","04/13/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","WHITE HISPANIC","F","1001294","228547","40.793979","-73.938445","(40.793979, -73.938445)","POINT (-73.938445 40.793979)"
"306535284","32","MANHATTAN","05/10/2025","06:04:00","05/10/2025","07:44:00","COMPLETED","(null)","40086","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","05/15/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1000457","238373","40.82095","-73.941445","(40.82095, -73.941445)","POINT (-73.941445 40.82095)"
"300916630","23","MANHATTAN","02/10/2025","22:45:00",,"(null)","ATTEMPTED","(null)","632","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/11/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1001026","228838","40.794778","-73.939411","(40.794778, -73.939411)","POINT (-73.939411 40.794778)"
"308918765","32","MANHATTAN","07/01/2025","03:41:00",,"(null)","COMPLETED","(null)","4595","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","RESIDENCE - PUBLIC HOUSING","07/01/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1000787","238042","40.820039","-73.940251","(40.820039, -73.940251)","POINT (-73.940251 40.820039)"
"303113179","32","MANHATTAN","02/05/2025","20:57:00","02/08/2025","18:00:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","03/18/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1000742","237030","40.817263","-73.940419","(40.817263, -73.940419)","POINT (-73.940419 40.817263)"
"306539261","30","MANHATTAN","02/22/2025","15:36:00","02/22/2025","16:55:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","05/16/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1000434","241865","40.830532","-73.941519","(40.830532, -73.941519)","POINT (-73.941519 40.830532)"
"299424544","23","MANHATTAN","01/11/2025","08:11:00","01/11/2025","10:48:00","COMPLETED","(null)","632","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/14/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","E","1001028","229571","40.796789","-73.939403","(40.796789, -73.939403)","POINT (-73.939403 40.796789)"
"299790560","32","MANHATTAN","01/21/2025","04:52:00","01/21/2025","05:26:00","ATTEMPTED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/21/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","E","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"307606639","114","QUEENS","06/05/2025","01:24:00","06/05/2025","01:26:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","REAR OF","ARSON","(null)","PATROL BORO QUEENS NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","PARKING LOT/GARAGE (PRIVATE)","06/05/2025","(null)","UNKNOWN","UNKNOWN","M",,"65+","WHITE","M","1002075","219508","40.769168","-73.935648","(40.769168, -73.935648)","POINT (-73.935648 40.769168)"
"300975024","77","BROOKLYN","01/26/2025","13:57:00","01/26/2025","14:24:00","COMPLETED","(null)","329","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/12/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","M","1001597","185351","40.675414","-73.937462","(40.675414, -73.937462)","POINT (-73.937462 40.675414)"
"311300395","33","MANHATTAN","08/16/2025","02:10:00","08/16/2025","12:22:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO MAN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","STREET","08/16/2025","(null)","45-64","WHITE HISPANIC","M",,"45-64","BLACK HISPANIC","M","1001500","247156","40.845053","-73.937654","(40.845053, -73.937654)","POINT (-73.937654 40.845053)"
"300233906","77","BROOKLYN","01/26/2025","11:43:00","01/26/2025","20:27:00","COMPLETED","(null)","329","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/29/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","E","1001597","185351","40.675414","-73.937462","(40.675414, -73.937462)","POINT (-73.937462 40.675414)"
"310250294","67","BROOKLYN","07/04/2025","12:27:00","07/04/2025","13:51:00","COMPLETED","(null)",,"0","N.Y. POLICE DEPT","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN SOUTH","263","ARSON 2,3,4","RESIDENCE - APT. HOUSE","07/26/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","F","1002094","176638","40.6515","-73.935691","(40.6515, -73.935691)","POINT (-73.935691 40.6515)"
"299488262","32","MANHATTAN","01/15/2025","08:14:00",,"(null)","COMPLETED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/15/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","D","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"299786171","77","BROOKLYN","01/20/2025","20:33:00","01/20/2025","21:04:00","COMPLETED","(null)","326","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/21/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","M","1001955","185002","40.674456","-73.936172","(40.674456, -73.936172)","POINT (-73.936172 40.674456)"
"304249018","94","BROOKLYN","04/04/2025","21:00:00","04/04/2025","21:30:00","COMPLETED","(null)","43728","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","04/05/2025","(null)","(null)","(null)","(null)",,"25-44","BLACK","F","1001350","201325","40.719261","-73.938312","(40.719261, -73.938312)","POINT (-73.938312 40.719261)"
"307568915","81","BROOKLYN","06/04/2025","13:15:00","06/04/2025","13:45:00","COMPLETED","(null)",,"97","OTHER","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","264","ARSON, MOTOR VEHICLE 1 2 3 & 4","RESIDENCE - APT. HOUSE","06/04/2025","(null)","UNKNOWN","UNKNOWN","U",,"25-44","BLACK","F","1002193","191296","40.691733","-73.935297","(40.691733, -73.935297)","POINT (-73.935297 40.691733)"
"299766084","32","MANHATTAN","01/19/2025","19:18:00","01/19/2025","19:38:00","COMPLETED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","FRONT OF","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","01/20/2025","(null)","UNKNOWN","UNKNOWN","U",,"45-64","BLACK HISPANIC","F","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"303813782","25","MANHATTAN","03/28/2025","21:36:00","03/28/2025","21:40:00","COMPLETED","(null)","645","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","03/28/2025","(null)","UNKNOWN","BLACK","M",,"25-44","BLACK","F","1001768","234797","40.811131","-73.936716","(40.811131, -73.936716)","POINT (-73.936716 40.811131)"
"300378215","32","MANHATTAN","01/31/2025","14:00:00","01/31/2025","14:30:00","COMPLETED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/01/2025","(null)","UNKNOWN","UNKNOWN","U",,"UNKNOWN","UNKNOWN","E","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"301606270","32","MANHATTAN","02/22/2025","18:51:00",,"(null)","COMPLETED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/24/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"301288534","32","MANHATTAN","02/18/2025","02:31:00",,"(null)","COMPLETED","(null)","4552","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/18/2025","(null)","(null)","(null)","(null)",,"UNKNOWN","UNKNOWN","D","1001767","241659","40.829965","-73.9367","(40.829965, -73.9367)","POINT (-73.9367 40.829965)"
"300978481","77","BROOKLYN","01/26/2025","14:41:00","01/26/2025","15:23:00","COMPLETED","(null)","329","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO BKLYN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","02/12/2025","(null)","UNKNOWN","UNKNOWN","M",,"UNKNOWN","UNKNOWN","M","1001597","185351","40.675414","-73.937462","(40.675414, -73.937462)","POINT (-73.937462 40.675414)"
"304618228","25","MANHATTAN","04/11/2025","22:30:00","04/11/2025","22:40:00","COMPLETED","(null)","670","2","N.Y. HOUSING POLICE","114","FELONY","INSIDE","ARSON","(null)","PATROL BORO MAN NORTH","263","ARSON 2,3,4","RESIDENCE - PUBLIC HOUSING","04/11/2025","(null)","45-64","BLACK","M",,"UNKNOWN","UNKNOWN","D","1002844","230571","40.79953","-73.932839","(40.79953, -73.932839)","POINT (-73.932839 40.79953)"
